id,name,assoc_names,original_langauge,authors,genres,tags,start_year,licensed,original_publisher,english_publisher,complete_original,chapters_original_current,complete_translated,chapter_latest_translated,release_freq,activity_week_rank,activity_month_rank,activity_all_time_rank,on_reading_lists,reading_list_month_rank,reading_list_all_time_rank,rating,rating_votes,related_series_ids,recommended_series_ids,recommendation_list_ids
28303,Game of Divine Thrones,['신좌 의 게임'],korean,"['jang myeongsu', '장명수']","['action', 'adventure', 'fantasy', 'harem', 'supernatural']","['calm protagonist', 'cold protagonist', 'confident protagonist', 'demi-humans', 'demon lord', 'demons', 'determined protagonist', 'dungeons', 'fantasy creatures', 'fantasy world', 'game elements', 'goddesses', 'gods', 'hard-working protagonist', 'level system', 'loyal subordinates', 'male protagonist', 'monster tamer', 'monsters', 'necromancer', 'overpowered protagonist', 'previous life talent', 'protagonist strong from the start', 'race change', 'ruthless protagonist', 'second chance', 'sword and magic', 'time travel', 'transported to another world', 'vampires', 'wars', 'weak to strong']",,True,breathe,wuxiaworld,False,275 chapters,False,v3c66,1.0,107,97,1460,1154,78,2832,3.4,53,,"[5764, 4471, 12316, 12687, 18721, 12070]","[8884, 7312, 3591, 2375, 482]"
27810,Genius Detective,['追凶神探'],chinese,"['xin bai', '辛白']","['action', 'mystery']","['appearance changes', 'beautiful female lead', 'calm protagonist', 'clever protagonist', 'crime', 'detectives', 'genius protagonist', 'male protagonist', 'modern day', 'murders', 'thriller', 'underestimated protagonist']",,True,qq reading,wuxiaworld,True,984 chapters,False,c202,0.5,567,512,2197,631,447,3840,3.8,43,,"[1847, 24941, 28863]",
29115,Genius of a Performing Arts High,"['I became the genius of a performing arts high school', '예술고 천재가 되었다']",korean,['mint choc'],"['comedy', 'romance', 'school life', 'slice of life']","['beautiful female lead', 'calm protagonist', 'confident protagonist', 'determined protagonist', 'hard-working protagonist', 'male protagonist', 'mature protagonist', 'modern day', 'music', 'past plays a big role', 'second chance', 'slow romance', 'teamwork', 'time travel']",2020,,munpia,,False,,False,c6 part4,0.9,80,89,2420,669,213,3726,4.4,79,,"[29330, 6986, 5256, 6023]","[9647, 9562, 9548, 9471, 8999]"
25853,Global University Entrance Examination,"['Quánqiú gāokǎo', '全球高考']",chinese,['木苏里'],"['action', 'comedy', 'mystery', 'romance', 'shounen ai', 'yaoi']","['amnesia', 'artificial intelligence', 'calm protagonist', 'clever protagonist', 'cold protagonist', 'comedic undertone', 'death', 'destiny', 'enemies become lovers', 'lovers reunited', 'past plays a big role', 'protagonist strong from the start', 'shameless protagonist', 'strong love interests', 'survival', 'survival game', 'system administrator']",2019,,jjwxc,,True,166 chapters,False,c91,0.9,287,247,1671,1656,222,2232,4.3,87,,"[16677, 17543, 28041, 19106, 15593, 27717]","[9834, 9732, 9367, 9337, 9333]"
12384,God Of Soul System,"['God Level Sword Soul System', 'GOSS', '神级剑魂系统']",chinese,"['ye nan ting feng', '夜南听风']","['action', 'adventure', 'comedy', 'fantasy']","['age progression', 'beautiful female lead', 'cheats', 'cultivation', 'determined protagonist', 'fanfiction', 'fast cultivation', 'fast learner', 'fleet battles', 'game elements', 'genius protagonist', 'god protagonist', 'handsome male lead', 'hard-working protagonist', 'humanoid protagonist', 'level system', 'male protagonist', 'mature protagonist', 'military', 'multiple realms', 'ninjas', 'overpowered protagonist', 'parody', 'pirates', 'race change', 'romantic subplot', 'ruthless protagonist', 'special abilities', 'sword wielder', 'system administrator', 'transported to another world', 'underestimated protagonist', 'unique cultivation technique', 'wars', 'weak to strong', 'world travel']",2017,,qidian,,True,709 chapters,False,c480,3.1,1511,641,209,3971,285,854,3.6,446,,"[14673, 6661, 13993, 19092, 5441, 10628]","[9840, 8209, 6837, 4734, 4522]"
21378,Good Man Operation Guide,['好男人操作指南[快穿]'],chinese,"['sugar in cat', '糖中猫']","['adventure', 'comedy', 'historical', 'romance']","['acting', 'ancient china', 'arranged marriage', 'beautiful female lead', 'celebrities', 'episodic', 'handsome male lead', 'interdimensional travel', 'male protagonist', 'marriage', 'military', 'politics', 'pregnancy', 'royalty', 'showbiz', 'system administrator', 'transmigration', 'wealthy characters', 'world hopping']",,,jjwxc,,True,174 chapters,False,c37 part2,3.1,416,642,1624,1463,531,2444,4.5,62,,"[20367, 20461, 20265, 20534, 20133, 25878]","[9914, 9765, 9515, 9389, 9257]"
17932,Guide to Raising a Supporting Male Lead,['男配改造计划(穿书)'],chinese,['niè xiǎo bǎo'],"['drama', 'josei', 'mature', 'romance', 'school life']","['abandoned children', 'age progression', 'child abuse', 'childhood friends', 'clever protagonist', 'cold protagonist', 'dead protagonist', 'death of loved ones', 'determined protagonist', 'devoted love interests', 'eidetic memory', 'familial love', 'fearless protagonist', 'female protagonist', 'handsome male lead', 'hard-working protagonist', 'jealousy', 'love interest falls in love first', 'male yandere', 'mature protagonist', 'modern day', 'obsessive love', 'orphans', 'poor to rich', 'reincarnation', 'ruthless protagonist', 'second chance', 's*xual abuse', 'time skip', 'transmigration', 'transported to another world', 'unconditional love', 'weak to strong']",2016,,jjwxc,,True,56 chapters,False,c132,4.2,1036,796,962,3100,712,1201,3.6,145,,"[16188, 17553, 13943, 19440, 16581, 20543]","[9914, 9765, 9548, 9339, 9257]"
4332,Heaven’s Devourer,"['Swallowing the Heavens', 'Tūn Tiān Jì', '吞天记']",chinese,['风青阳'],"['action', 'adventure', 'fantasy', 'harem', 'martial arts', 'tragedy', 'xuanhuan']","['betrayal', 'body tempering', 'buddhism', 'cultivation', 'daoism', 'demons', 'fast cultivation', 'genius protagonist', 'handsome male lead', 'male protagonist', 'revenge', 'romantic subplot', 'underestimated protagonist', 'unique cultivation technique', 'unique weapon user', 'weak to strong']",2015,True,17k,wuxiaworld,True,1828 chapters,False,c751,0.5,175,179,580,3153,156,1167,3.8,192,,,"[8476, 5296, 4077]"
28835,Here Comes the Immortal Swordsman,['剑仙在此'],chinese,"['luan shi kuang dao', '乱世狂刀']",['fantasy'],"['cultivation', 'fantasy world', 'lazy protagonist', 'martial spirits', 'reincarnation']",2019,True,zongheng,tapread,False,336 chapters,False,c51,1.0,2111,2258,5098,145,2733,5953,4.0,14,,,
28375,How Many Tomorrows There Are,['明日何其多(穿書)'],chinese,['吃肉能瘦'],"['action', 'adult', 'fantasy', 'mature', 'sci-fi', 'yaoi']","['animal characteristics', 'cautious protagonist', 'clever protagonist', 'dark', 'depictions of cruelty', 'determined protagonist', 'different social status', 'dystopia', 'enemies become lovers', 'futuristic setting', 'game elements', 'male protagonist', 'post-apocalyptic', 'protagonist strong from the start', 'psychopaths', 'sadistic characters', 'seme protagonist', 's*x slaves', 'shapeshifters', 'survival game', 'torture', 'transmigration', 'twisted personality', 'zombies']",2019,,jjwxc,,True,90 chapters,False,c80,0.9,591,502,2675,961,531,3141,4.1,52,,"[4859, 25970, 30265, 29934, 30238, 14794]","[9487, 9357, 9288, 8435, 8084]"
20265,I am a Big Villain,['我是大反派'],chinese,['打字机n号'],"['action', 'adventure', 'romance', 'school life', 'supernatural']","['acting', 'ancient times', 'beautiful female lead', 'calm protagonist', 'famous protagonist', 'hackers', 'handsome male lead', 'interdimensional travel', 'male protagonist', 'modern day', 'multiple realms', 'showbiz', 'system administrator', 'world hopping']",2018,,jjwxc,,True,355 chapters,False,c51,6.6,823,756,1500,2036,818,1861,4.4,100,,"[20461, 20534, 20367, 21378, 24019, 25506]","[9914, 9765, 9389, 9257, 9139]"
30535,I Made My Straight Friend Crossdress,['ヤリチンノンケをメス堕ちさせてみた'],japanese,"['sakai hama,', 'さかい 濱']","['gender bender', 'romance', 'shounen', 'shounen ai', 'smut', 'yaoi']",['cross-dressing'],2020,,alpha polis,,False,,False,c1,2000.0,2000,2000,2000,0,6704,6700,3.0,1,,,
26788,I Married Female Lead’s Crush,['嫁给女主的白月光'],chinese,['栖迟q'],"['comedy', 'drama', 'romance']","['absent parents', 'abusive characters', 'aggressive characters', 'alternate world', 'ancient times', 'appearance different from actual age', 'arranged marriage', 'arrogant characters', 'beautiful female lead', 'bickering couple', 'black belly', 'carefree protagonist', 'childish protagonist', 'crossover', 'female protagonist', 'lazy protagonist', 'male yandere', 'mysterious past', 'transmigration', 'wealthy characters']",,,jjwxc,,True,76 chapters,False,c52,2.8,763,546,2005,1307,529,2630,3.1,60,,"[26329, 23919, 27659, 28376, 24019, 25327]","[9132, 8572, 8369, 8284, 8097]"
9930,Into the World of Medicine,"['神医贵女:邪皇，勾勾缠 (New)', '穿越之医倾天下 (Old)']",chinese,"['xia ri fenmo', '夏日粉末']","['action', 'fantasy', 'josei', 'martial arts', 'romance', 'xuanhuan']","['beast companions', 'beautiful female lead', 'broken engagement', 'calm protagonist', 'clever protagonist', 'cultivation', 'doctors', 'doting love interests', 'fast cultivation', 'female protagonist', 'handsome male lead', 'love interest falls in love first', 'magical space', 'medical knowledge', 'pill concocting', 'slow romance', 'special abilities', 'strong love interests', 'transmigration', 'ugly to beautiful', 'underestimated protagonist', 'weak to strong']",,,hongxiu,,True,478,False,c157,3.1,1221,1050,385,4864,1002,641,4.4,331,,"[6491, 13422, 5154, 17397, 7759, 15281]","[7824, 7778, 7612, 6719, 5881]"
17939,Is it Tough Being a Friend?,"['Yuujin Character wa Taihen desu ka?', '友人キャラは大変ですか?']",japanese,['yasushi date'],"['action', 'comedy', 'ecchi', 'fantasy', 'harem', 'school life', 'supernatural']","['absent parents', 'academy', 'acting', 'adapted to manga', 'average-looking protagonist', 'beautiful female lead', 'clingy lover', 'contracts', 'cross-dressing', 'demons', 'determined protagonist', 'devoted love interests', 'different social status', 'doting love interests', 'evil gods', 'evil organizations', 'friendship', 'hard-working protagonist', 'hidden abilities', 'hiding true abilities', 'identity crisis', 'love interest falls in love first', 'male protagonist', 'misunderstandings', 'mob protagonist', 'modern day', 'monsters', 'multiple identities', 'mysterious family background', 'mysterious past', 'obsessive love', 'older love interests', 'overpowered protagonist', 'persistent love interests', 'possession', 'possessive characters', 'protagonist strong from the start', 'secret identity', 'secret organizations', 'secret relationship', 'secretive protagonist', 'secrets', 'strong love interests', 'tomboyish female lead', 'underestimated protagonist']",2016,False,shogakukan,,False,8 volumes,False,v6c4 part2,6.3,715,1081,523,4692,841,680,3.9,255,,"[16291, 18394, 14187, 18523, 18700, 23069]","[8397, 7713, 7682, 6709, 6493]"
27663,Jin Wang Dotes on His Concubine,"['Wángfǔ Chǒng Qiè', '王府宠妾']",chinese,"['mask feast', '假面的盛宴']","['adult', 'drama', 'mature', 'romance', 'slice of life']","['ancient china', 'beautiful female lead', 'betrayal', 'early romance', 'female protagonist', 'handsome male lead', 'multiple pov', 'multiple reincarnated individuals', 'pregnancy', 'rebellion', 'reincarnation', 'resurrection', 'second chance', 'weak protagonist']",2019,,jjwxc,,True,227 chapters,False,c33 part2,0.5,358,216,2118,1118,529,2890,4.2,67,,"[18279, 28153, 28755, 8696, 29028, 29934]","[8956, 8928, 7107, 6183, 6160]"
27674,Kill That Man,"['Shāle Nàgè Nán Zhǔ', '杀了那个男主']",chinese,"['mountain ghost wearing a trenchcoat', '穿风衣的山鬼']","['action', 'adventure', 'drama', 'fantasy', 'romance', 'xianxia']","['beautiful female lead', 'charming protagonist', 'clever protagonist', 'cultivation', 'curses', 'demons', 'female protagonist', 'love interest falls in love first', 'persistent love interests', 'poor to rich', 'power struggle', 'reincarnation', 'schemes and conspiracies', 'secrets', 'seduction', 'special abilities', 'transmigration', 'transported to another world', 'trickster', 'twisted personality', 'weak to strong']",2018,,qdmm,,False,696 chapters,False,c33,2.3,1561,1431,4243,332,1536,4879,3.5,18,,,[7713]
19516,Kochugunshikan Boukensha ni Naru,"['The Galactic Navy Officer becomes an Adventurer', 'The Starship Officer Becomes An Adventurer', '航宙軍士官、冒険者になる']",japanese,"['a_itoh', '伊藤暖彦']","['action', 'adventure', 'fantasy', 'harem', 'romance', 'sci-fi', 'slice of life']","['adapted to manga', 'adventurers', 'aliens', 'artificial intelligence', 'beautiful female lead', 'carefree protagonist', 'cheats', 'clones', 'cooking', 'dragons', 'fantasy creatures', 'fantasy world', 'futuristic setting', 'guilds', 'hiding true identity', 'kind love interests', 'kingdom building', 'language barrier', 'love interest falls in love first', 'magic', 'magic beasts', 'male protagonist', 'multiple pov', 'near-death experience', 'nobles', 'outer space', 'overpowered protagonist', 'protagonist strong from the start', 'r-15', 'royalty', 'schemes and conspiracies', 'survival', 'sword and magic', 'sword wielder', 'technological gap', 'younger love interests']",2017,False,enterbrain,,False,93 chapters,False,c33 part3,4.5,218,142,1142,2835,163,1351,3.9,124,,"[23069, 6692, 13941, 13119, 284, 439]","[7923, 6834, 6712, 482, 40]"
3766,Legend,['レジェンド'],japanese,"['kannazuki kou', '神無月紅']","['action', 'adventure', 'fantasy', 'harem', 'romance', 'seinen', 'slice of life']","['adapted to manga', 'beast companions', 'beastkin', 'beautiful female lead', 'calm protagonist', 'dwarfs', 'elves', 'fantasy creatures', 'guilds', 'handsome male lead', 'homunculus', 'humanoid protagonist', 'immortals', 'love at first sight', 'magic', 'male protagonist', 'monsters', 'overpowered protagonist', 'protagonist strong from the start', 'r-15', 'ruthless protagonist', 'slow romance', 'strong love interests', 'strong to stronger', 'transported to another world', 'unique weapon user']",2013,False,kadokawa shoten,,False,2203 chapters,False,c259,6.5,177,161,134,12638,194,69,3.8,558,,"[2157, 3632, 2582, 284, 4919, 20290]","[8199, 8060, 6135, 5890, 5687]"
29456,"Leisurely Beast World: Plant Some Fields, Have Some Cubs","['Beauty and the Beasts', '悠哉兽世：种种田，生生崽']",chinese,['白头梦'],"['comedy', 'fantasy', 'harem', 'romance', 'shoujo']","['adapted to manga', 'adapted to manhua', 'animal characteristics', 'appearance changes', 'beast companions', 'beastkin', 'beautiful female lead', 'female protagonist', 'multiple protagonists', 'polyandry', 'polygamy', 'pregnancy', 'r-15', 'reverse harem', 'transported to another world', 'tribal society']",2017,,yunqi,,True,1664 chapters,False,c62,0.5,340,457,4136,354,980,4776,3.4,25,,"[17818, 24693, 15742, 26340, 28755, 30232]","[9880, 67]"
6458,Live Dungeon!,['ライブダンジョン！'],japanese,"['dy reitou', 'dy冷凍']","['action', 'fantasy', 'shounen']","['adapted to manga', 'cheats', 'clever protagonist', 'depictions of cruelty', 'dungeons', 'fantasy world', 'game elements', 'hated protagonist', 'healers', 'male protagonist', 'r-15', 'transported into a game world', 'weak to strong']",2016,False,kadokawa books,,False,402 chapters,False,c29,16.5,1446,1411,2387,1945,1713,1955,4.6,92,,[28264],"[9806, 8455, 2923, 183]"
6599,Lord of All Realms,"['King of Myriad Domains', 'LOAR', '万域之王']",chinese,"['ni cang tian', '逆蒼天']","['action', 'harem', 'mature', 'xianxia']","['age progression', 'artifacts', 'beasts', 'bloodlines', 'body tempering', 'character growth', 'cultivation', 'demons', 'dragons', 'handsome male lead', 'hard-working protagonist', 'inheritance', 'male protagonist', 'multiple realms', 'mysterious family background', 'politics', 'special abilities', 'strength-based social hierarchy', 'time travel', 'unique cultivation technique', 'weak to strong', 'world travel']",2016,True,zongheng,wuxiaworld,True,1823 chapters,False,c1384,0.5,122,112,132,6938,97,341,3.8,423,,"[404, 21237, 7051, 9421, 2039, 791]","[9018, 6922, 6769, 4633, 4077]"
